TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,DaysSinceLastTransaction,Target
146.51,Debit,Albuquerque,ATM,53.0,Engineer,,1.0,7089.9,-649.0,2
376.78,Credit,Nashville,Online,21.0,Student,88.0,1.0,841.65,-448.0,5
148.54,Credit,Columbus,Branch,71.0,Retired,107.0,1.0,5677.05,-318.0,7
388.77,Credit,Jacksonville,Online,26.0,Student,30.0,1.0,1658.49,-329.0,5
100.38,Debit,Seattle,Branch,63.0,Doctor,49.0,1.0,10171.68,-343.0,7
137.23,Debit,Fresno,Branch,64.0,Doctor,63.0,1.0,13847.99,-577.0,1
870.3,Debit,San Jose,ATM,51.0,Retired,229.0,1.0,3688.98,-434.0,6
458.94,Debit,Detroit,Branch,52.0,Engineer,180.0,1.0,5619.95,-475.0,0
327.35,Credit,Memphis,Branch,20.0,Student,175.0,1.0,342.08,-406.0,5
757.15,Debit,Raleigh,Online,53.0,Engineer,38.0,1.0,4702.86,-657.0,2
5.64,Debit,Boston,Online,,Doctor,47.0,1.0,12703.24,-607.0,1
47.23,Credit,Memphis,Online,73.0,Retired,160.0,1.0,6659.81,-459.0,3
239.41,Credit,,Online,42.0,Doctor,248.0,1.0,7860.65,-369.0,0
7.48,Debit,San Antonio,ATM,55.0,Engineer,29.0,1.0,,-490.0,2
170.97,Debit,Nashville,Branch,26.0,Student,292.0,1.0,1265.27,-553.0,0
262.43,Credit,San Diego,Online,37.0,Doctor,274.0,5.0,12841.01,-510.0,4
659.15,Debit,Boston,ATM,22.0,Student,204.0,1.0,1241.59,-643.0,5
31.53,Debit,Kansas City,Online,25.0,Student,283.0,1.0,874.93,-320.0,0
111.66,Credit,,Online,48.0,Engineer,140.0,1.0,5716.72,-516.0,2
250.01,Debit,Kansas City,ATM,62.0,Retired,88.0,1.0,1541.48,-364.0,7
554.15,Debit,Raleigh,ATM,49.0,Doctor,108.0,1.0,14817.22,-566.0,1
598.66,,Charlotte,Branch,32.0,Engineer,222.0,1.0,2587.11,-664.0,0
28.38,Debit,Sacramento,Branch,55.0,Doctor,98.0,1.0,173.7,-536.0,3
16.8,Debit,San Diego,ATM,49.0,Doctor,94.0,1.0,11847.07,-343.0,1
896.79,Debit,Dallas,Online,33.0,Doctor,168.0,1.0,11146.74,-364.0,6
159.0,Debit,Las Vegas,ATM,49.0,Engineer,38.0,1.0,369.79,-609.0,2
56.31,Credit,Houston,Online,75.0,Retired,195.0,1.0,6396.08,-404.0,3
203.99,Debit,Philadelphia,Online,52.0,Retired,215.0,1.0,4840.31,-654.0,3
50.99,Debit,Detroit,Branch,29.0,Doctor,76.0,1.0,1334.6,-370.0,5
101.28,Credit,Chicago,Online,32.0,Engineer,75.0,1.0,2774.35,-439.0,7
299.92,Debit,Denver,ATM,27.0,Student,122.0,1.0,1368.0,-392.0,5
77.54,Debit,Phoenix,Online,67.0,Retired,73.0,1.0,4536.38,-642.0,3
18.35,Debit,Nashville,Branch,21.0,Student,78.0,1.0,1293.39,-413.0,5
732.53,Credit,San Jose,ATM,26.0,Student,116.0,1.0,441.54,-532.0,5
65.11,Debit,Nashville,ATM,34.0,Engineer,150.0,1.0,8485.14,-424.0,7
67.07,Credit,Los Angeles,ATM,24.0,Student,56.0,1.0,999.62,-518.0,5
137.48,Debit,Seattle,Branch,55.0,Doctor,47.0,1.0,14273.42,-343.0,1
398.36,Debit,Columbus,ATM,22.0,Student,56.0,1.0,1863.7,-496.0,5
469.46,Debit,New York,ATM,20.0,Student,149.0,1.0,8640.56,-362.0,5
37.58,Debit,Indianapolis,ATM,57.0,Doctor,182.0,1.0,259.44,-567.0,3
160.24,Debit,Washington,ATM,31.0,Engineer,15.0,1.0,5526.97,-454.0,2
315.39,Credit,New York,Branch,23.0,Student,93.0,1.0,929.6,-528.0,5
434.17,Debit,Atlanta,ATM,21.0,Student,148.0,5.0,5335.44,-669.0,4
165.91,Debit,Jacksonville,ATM,26.0,Student,84.0,1.0,587.12,-600.0,5
211.36,Debit,San Francisco,Branch,47.0,Engineer,194.0,1.0,4760.34,-417.0,0
241.45,Debit,Portland,Online,26.0,Student,158.0,1.0,1594.04,-469.0,5
23.24,Debit,Indianapolis,Branch,68.0,Doctor,129.0,1.0,13777.79,-571.0,1
70.88,Credit,Omaha,Branch,74.0,Retired,176.0,1.0,1794.65,-336.0,7
1143.67,Debit,Atlanta,Online,66.0,Retired,111.0,1.0,7677.76,,6
314.52,Debit,Memphis,ATM,80.0,Retired,229.0,1.0,7071.32,-595.0,3
181.81,Credit,Austin,Online,78.0,Retired,122.0,1.0,7525.73,-525.0,3
854.64,Debit,Fort Worth,Branch,56.0,Retired,118.0,1.0,2989.25,-363.0,6
261.19,Debit,Oklahoma City,ATM,64.0,Retired,52.0,1.0,7620.6,-662.0,3
220.68,Credit,Raleigh,Online,71.0,Retired,217.0,1.0,5549.2,-392.0,3
11.86,Debit,Sacramento,Branch,31.0,Engineer,129.0,1.0,6782.61,-426.0,7
122.65,Debit,Columbus,Online,28.0,Student,41.0,1.0,1968.51,-445.0,5
395.16,Debit,Milwaukee,Online,56.0,Retired,17.0,1.0,5340.73,-469.0,7
704.69,Debit,Las Vegas,Online,51.0,Retired,150.0,1.0,3267.84,-475.0,6
369.89,Debit,San Antonio,ATM,69.0,Retired,69.0,1.0,6941.47,-383.0,7
10.92,Debit,Jacksonville,ATM,67.0,Retired,268.0,1.0,7567.2,-381.0,0
199.14,Debit,Seattle,Branch,31.0,Engineer,36.0,1.0,7001.25,-460.0,2
109.43,Debit,Denver,,70.0,Retired,140.0,1.0,1983.65,-663.0,3
304.15,Debit,Atlanta,Branch,20.0,Student,40.0,1.0,686.91,-342.0,5
620.54,Credit,Omaha,Branch,28.0,Student,98.0,1.0,213.36,-588.0,5
757.79,Debit,Charlotte,Online,22.0,Student,117.0,1.0,1443.02,-672.0,5
122.81,Debit,San Jose,Branch,52.0,Doctor,12.0,1.0,8450.84,-377.0,7
96.25,Debit,Houston,Online,61.0,Retired,171.0,1.0,7996.7,-466.0,3
1431.33,Debit,Charlotte,ATM,30.0,Doctor,49.0,1.0,5567.98,-657.0,6
142.55,Debit,Kansas City,Online,67.0,Doctor,97.0,1.0,1262.68,-538.0,3
35.94,Credit,Fresno,Branch,23.0,Student,141.0,1.0,1697.28,-546.0,5
24.86,Debit,Jacksonville,Branch,58.0,Engineer,292.0,1.0,2591.65,-630.0,0
103.08,Debit,San Francisco,Online,60.0,Doctor,109.0,1.0,12002.16,-356.0,1
116.27,Debit,Portland,Online,57.0,Engineer,94.0,1.0,8726.92,-342.0,7
363.84,Debit,Columbus,Online,73.0,Retired,118.0,3.0,5415.64,-382.0,4
34.74,Credit,Portland,Online,,Retired,72.0,1.0,3736.57,-556.0,3
64.01,Credit,Philadelphia,Branch,19.0,Student,240.0,,1225.69,,0
108.75,Debit,Houston,ATM,50.0,Doctor,23.0,4.0,14829.85,-384.0,4
50.9,Credit,Jacksonville,Online,28.0,Student,150.0,1.0,1277.7,-560.0,5
206.84,Debit,Philadelphia,Branch,20.0,Student,154.0,1.0,454.66,-418.0,5
37.4,Debit,Raleigh,ATM,20.0,Student,84.0,1.0,1519.51,,5
154.21,Debit,Miami,Online,46.0,Engineer,75.0,1.0,8045.77,-672.0,2
199.37,Debit,Chicago,Online,24.0,Student,79.0,1.0,1331.3,-494.0,5
410.49,Credit,Atlanta,Branch,25.0,Student,,1.0,1843.57,-468.0,5
1360.01,Credit,Phoenix,Branch,67.0,Retired,218.0,1.0,6601.5,-406.0,6
18.23,Debit,Nashville,ATM,56.0,Engineer,28.0,1.0,8422.2,-593.0,2
398.7,Debit,Albuquerque,ATM,47.0,Doctor,276.0,1.0,7987.74,-434.0,0
122.14,Debit,Omaha,Online,22.0,Student,,1.0,327.68,-623.0,5
378.2,Debit,Mesa,Branch,40.0,Engineer,167.0,1.0,7372.81,-665.0,2
124.74,Debit,Los Angeles,ATM,49.0,Engineer,33.0,1.0,2987.97,-343.0,7
17.1,Debit,Albuquerque,ATM,53.0,Retired,101.0,1.0,1619.54,-315.0,7
287.05,Debit,Milwaukee,ATM,22.0,Student,212.0,1.0,1204.65,-570.0,5
874.72,Debit,San Francisco,Online,28.0,Engineer,173.0,1.0,4630.58,-612.0,6
1762.28,Debit,Memphis,ATM,24.0,Student,150.0,1.0,1380.34,-395.0,6
40.12,Credit,Dallas,ATM,36.0,Doctor,269.0,1.0,14304.38,-565.0,1
125.0,Credit,Indianapolis,Online,49.0,Engineer,177.0,1.0,3215.76,-518.0,0
348.44,Debit,Baltimore,Online,24.0,Student,147.0,1.0,1022.94,-364.0,5
128.4,Debit,Tucson,ATM,69.0,Retired,31.0,1.0,2610.64,-595.0,3
320.93,Debit,Atlanta,Online,55.0,Engineer,178.0,1.0,9451.66,-501.0,1
1.41,Debit,Sacramento,ATM,53.0,Retired,278.0,1.0,1244.17,-516.0,0
50.52,Debit,Los Angeles,Branch,54.0,Doctor,293.0,1.0,12815.24,-578.0,1
383.95,Credit,San Diego,Online,31.0,Engineer,143.0,1.0,9933.56,-411.0,1
12.94,Debit,Fresno,Branch,23.0,Student,158.0,1.0,921.23,-434.0,5
329.75,Debit,Sacramento,Online,56.0,Retired,211.0,1.0,6009.43,-315.0,7
981.76,Debit,Milwaukee,Online,45.0,Doctor,234.0,1.0,602.36,-406.0,6
40.79,Debit,Milwaukee,ATM,18.0,Student,80.0,1.0,1769.33,-353.0,5
99.25,Credit,Phoenix,Online,63.0,Retired,93.0,1.0,2570.34,-497.0,3
150.6,Debit,Miami,ATM,69.0,Retired,59.0,1.0,3240.14,-567.0,3
29.5,Debit,San Antonio,Online,73.0,Retired,129.0,1.0,1229.32,-473.0,3
54.34,Debit,Albuquerque,ATM,65.0,Doctor,46.0,1.0,8019.89,-315.0,7
18.25,Debit,Kansas City,ATM,53.0,Doctor,18.0,1.0,14328.29,-446.0,1
633.87,Debit,Kansas City,Online,27.0,Student,175.0,1.0,330.16,-332.0,5
81.15,Debit,Miami,ATM,19.0,Student,114.0,1.0,1595.26,-626.0,5
83.95,Debit,New York,Online,75.0,Retired,170.0,1.0,7413.18,-509.0,3
410.4,Credit,Virginia Beach,ATM,61.0,Retired,78.0,1.0,2563.91,-535.0,3
172.68,Debit,Baltimore,ATM,33.0,Doctor,17.0,1.0,10724.95,-623.0,2
139.88,Debit,Colorado Springs,ATM,34.0,Engineer,162.0,1.0,2969.71,-651.0,2
165.55,Debit,Dallas,Branch,28.0,Student,115.0,1.0,761.78,-399.0,5
53.79,Credit,Philadelphia,ATM,54.0,Engineer,137.0,3.0,6229.36,-335.0,4
285.69,Debit,Miami,ATM,63.0,Retired,35.0,1.0,2552.54,-334.0,7
532.4,Debit,Jacksonville,ATM,22.0,Student,149.0,1.0,1033.73,-438.0,5
293.85,Debit,Charlotte,Online,25.0,Student,144.0,1.0,1919.97,-452.0,5
27.94,Debit,Atlanta,Branch,79.0,Retired,120.0,1.0,1893.44,-367.0,7
270.36,Debit,Oklahoma City,ATM,25.0,Student,37.0,1.0,1783.04,-612.0,5
112.66,Debit,Philadelphia,Online,29.0,Engineer,176.0,3.0,852.98,-413.0,4
506.03,Debit,Detroit,Branch,21.0,Student,21.0,1.0,1123.89,-481.0,5
206.95,Debit,Seattle,Branch,22.0,Student,31.0,1.0,1817.65,-459.0,5
350.96,Debit,Tucson,ATM,63.0,Retired,167.0,1.0,5463.94,-515.0,3
261.63,Debit,Chicago,Branch,20.0,Student,150.0,1.0,477.03,-525.0,5
46.12,Debit,Fresno,Branch,59.0,Doctor,30.0,1.0,8874.01,-518.0,1
27.25,Credit,Kansas City,Branch,63.0,Retired,92.0,1.0,5365.2,-595.0,3
1353.93,Debit,El Paso,Branch,26.0,Engineer,171.0,1.0,7858.41,-355.0,6
331.66,Debit,Las Vegas,ATM,76.0,Retired,145.0,1.0,7216.3,-420.0,3
667.95,Credit,Oklahoma City,ATM,62.0,Doctor,253.0,1.0,13558.56,-466.0,1
49.84,Debit,Chicago,ATM,49.0,Doctor,146.0,1.0,7872.04,-388.0,1
556.04,Debit,Denver,ATM,72.0,Retired,27.0,1.0,5200.04,-483.0,3
88.06,Credit,Raleigh,Online,18.0,Student,288.0,1.0,1779.85,-374.0,0
745.95,Debit,Memphis,ATM,58.0,Doctor,127.0,1.0,13264.14,,1
67.25,Debit,Miami,Online,19.0,Student,157.0,1.0,467.4,-490.0,5
93.63,Debit,New York,ATM,29.0,Engineer,141.0,1.0,9873.62,-441.0,2
74.11,Debit,San Jose,Branch,22.0,,49.0,1.0,1257.9,-475.0,5
41.13,Credit,Philadelphia,Branch,77.0,Retired,58.0,1.0,6067.54,-588.0,3
192.02,Credit,Indianapolis,Online,79.0,Retired,154.0,1.0,5169.07,-321.0,7
291.27,Debit,Detroit,Branch,77.0,Retired,121.0,1.0,6878.86,-504.0,3
296.46,,Dallas,Branch,23.0,Student,136.0,1.0,558.99,-361.0,5
341.84,Credit,El Paso,Branch,27.0,Student,89.0,1.0,1400.04,-500.0,5
98.41,Debit,Sacramento,Online,27.0,Student,48.0,1.0,912.71,-511.0,5
109.28,Debit,San Diego,Online,36.0,Engineer,112.0,4.0,6338.35,-514.0,4
27.51,Credit,Columbus,Online,40.0,Doctor,103.0,1.0,13645.63,-411.0,1
12.18,Debit,New York,Branch,76.0,Retired,77.0,,4909.24,-564.0,3
207.71,Credit,Kansas City,Online,25.0,,63.0,1.0,570.1,-354.0,5
25.77,Credit,San Diego,Online,45.0,Doctor,277.0,1.0,11749.77,-476.0,0
127.57,Debit,Nashville,ATM,52.0,Retired,75.0,1.0,6118.2,-616.0,3
392.05,Debit,Denver,ATM,60.0,Engineer,172.0,1.0,4383.69,-504.0,3
521.01,Credit,Seattle,Branch,41.0,Engineer,73.0,1.0,4004.55,-388.0,7
849.76,Debit,Seattle,ATM,25.0,Student,269.0,1.0,373.88,-446.0,0
172.5,Debit,Columbus,Online,68.0,Doctor,31.0,1.0,6851.16,-356.0,7
265.44,Debit,San Antonio,ATM,30.0,Engineer,169.0,,9700.77,-657.0,2
152.34,Debit,Omaha,Branch,55.0,Doctor,115.0,1.0,6853.51,-389.0,7
21.13,Debit,Dallas,Branch,28.0,Student,153.0,1.0,948.7,-559.0,5
111.55,Debit,Denver,ATM,46.0,Doctor,101.0,1.0,12221.17,-312.0,1
321.82,Credit,Raleigh,Branch,32.0,Engineer,43.0,1.0,6500.5,-479.0,2
1294.81,Credit,Washington,Branch,45.0,Engineer,279.0,1.0,9927.75,-329.0,6
148.77,Debit,San Jose,Branch,67.0,Retired,175.0,1.0,2138.42,-585.0,3
14.08,Debit,,Branch,57.0,Retired,154.0,1.0,3908.65,-637.0,3
1283.97,Debit,Colorado Springs,ATM,,Doctor,121.0,1.0,11041.9,-453.0,6
566.33,Credit,Charlotte,ATM,24.0,Student,66.0,1.0,379.82,-455.0,5
206.51,,Indianapolis,ATM,51.0,Retired,275.0,1.0,3921.74,-322.0,0
180.94,Debit,Raleigh,Branch,75.0,Retired,57.0,1.0,7659.99,-469.0,3
77.9,Debit,Washington,Branch,21.0,Student,128.0,1.0,664.72,-315.0,5
318.92,Credit,Washington,Branch,21.0,Student,60.0,1.0,1167.25,-535.0,5
583.3,Credit,Nashville,Online,59.0,Engineer,142.0,1.0,5896.01,-640.0,2
100.68,Debit,Memphis,Online,63.0,Retired,139.0,1.0,1123.75,-662.0,3
589.64,Debit,Charlotte,Online,62.0,Retired,210.0,1.0,2039.4,-410.0,0
225.93,Credit,Omaha,Branch,25.0,Student,199.0,1.0,1864.27,-602.0,5
651.55,Debit,Phoenix,Online,72.0,Retired,82.0,1.0,2325.78,-605.0,3
80.97,Debit,Seattle,Online,38.0,Doctor,157.0,1.0,5926.31,-665.0,2
191.89,Debit,San Antonio,Branch,25.0,Student,14.0,1.0,399.57,-496.0,5
304.75,Credit,Austin,Branch,78.0,Retired,125.0,1.0,1916.34,-616.0,3
201.53,Debit,Tucson,Online,68.0,Retired,287.0,1.0,2732.86,-364.0,0
8.45,Debit,Philadelphia,ATM,22.0,Student,141.0,1.0,1115.3,-633.0,5
435.98,Debit,Mesa,Branch,30.0,Engineer,105.0,1.0,7334.08,-389.0,7
743.24,Credit,Indianapolis,Online,19.0,Student,109.0,1.0,1024.19,-486.0,5
16.27,Debit,Atlanta,ATM,57.0,Doctor,44.0,1.0,10971.32,-630.0,1
290.86,Debit,Louisville,Online,45.0,Doctor,36.0,1.0,14631.88,-518.0,1
85.73,Debit,Virginia Beach,ATM,41.0,Doctor,266.0,1.0,14928.35,-614.0,1
555.71,Credit,Boston,Branch,22.0,Student,73.0,1.0,830.37,-651.0,5
40.03,Debit,Omaha,Branch,23.0,Student,200.0,1.0,6408.8,-665.0,2
73.01,Credit,Milwaukee,Online,25.0,Student,62.0,1.0,1997.33,-383.0,5
346.12,Debit,San Francisco,Branch,44.0,Doctor,12.0,1.0,13084.27,-311.0,1
1.93,Debit,Chicago,Branch,47.0,Doctor,175.0,5.0,5684.09,-382.0,4
252.93,Debit,Portland,ATM,75.0,Retired,222.0,1.0,2760.37,-637.0,3
238.54,Debit,Indianapolis,ATM,19.0,Student,12.0,4.0,868.91,-577.0,4
1011.22,Debit,Tucson,Branch,61.0,Retired,129.0,,5838.91,-441.0,6
58.7,Debit,New York,,67.0,Doctor,141.0,1.0,8937.35,-612.0,1
7.56,Debit,Milwaukee,ATM,40.0,Doctor,145.0,1.0,8528.72,-637.0,2
540.4,Debit,Houston,Branch,45.0,Doctor,272.0,1.0,425.77,-621.0,0
264.14,Debit,Baltimore,ATM,64.0,Doctor,125.0,1.0,8459.26,-465.0,1
248.15,Debit,Milwaukee,ATM,75.0,Retired,202.0,1.0,2649.23,-508.0,3
24.34,Debit,Raleigh,Branch,54.0,Engineer,110.0,1.0,6659.12,-341.0,7
428.61,Debit,Fort Worth,ATM,66.0,Doctor,62.0,1.0,11937.04,-665.0,1
117.66,Credit,Memphis,Branch,39.0,Doctor,126.0,1.0,6794.17,-459.0,1
165.8,Debit,Nashville,Online,60.0,Engineer,287.0,1.0,2064.76,-550.0,0
289.18,Debit,Baltimore,ATM,65.0,Retired,64.0,1.0,3139.75,-433.0,3
125.39,Debit,Los Angeles,ATM,21.0,Student,140.0,1.0,202.69,-462.0,5
305.18,Debit,Chicago,Online,58.0,Retired,216.0,1.0,4474.2,-518.0,0
506.9,Credit,Houston,Branch,64.0,Doctor,56.0,1.0,11471.87,-369.0,1
504.12,Credit,Baltimore,Branch,25.0,Student,101.0,1.0,1107.28,-570.0,5
42.09,Debit,Denver,Branch,29.0,Engineer,118.0,1.0,5526.28,-654.0,2
607.28,Debit,Baltimore,ATM,32.0,Doctor,84.0,1.0,9679.68,-651.0,2
91.9,Debit,Chicago,Online,77.0,Retired,125.0,1.0,1033.94,-539.0,3
303.43,Debit,Virginia Beach,Branch,22.0,Student,30.0,1.0,1833.24,-517.0,5
668.78,Debit,Mesa,ATM,20.0,Student,141.0,1.0,983.68,-378.0,5
270.54,Credit,Sacramento,ATM,20.0,Student,139.0,1.0,269.78,-581.0,5
247.93,Debit,Indianapolis,Branch,37.0,Engineer,79.0,1.0,9801.48,-448.0,2
34.67,Debit,Chicago,Online,19.0,Student,71.0,1.0,888.6,-559.0,5
326.03,Credit,New York,Online,18.0,Student,137.0,1.0,290.24,-545.0,5
148.26,Debit,Omaha,ATM,25.0,Student,57.0,1.0,958.7,-546.0,5
1086.6,Debit,San Diego,Online,19.0,Student,38.0,1.0,1605.67,-532.0,6
373.99,Debit,Sacramento,ATM,60.0,Doctor,140.0,1.0,8590.5,-378.0,1
254.34,Debit,El Paso,Online,49.0,Engineer,,1.0,5461.08,-417.0,7
819.48,Debit,Virginia Beach,ATM,25.0,Student,26.0,1.0,1804.5,-396.0,6
14.0,Debit,San Antonio,ATM,49.0,Engineer,173.0,1.0,7975.18,-425.0,7
57.16,Debit,Columbus,ATM,40.0,Engineer,74.0,1.0,222.22,-508.0,2
282.26,Debit,Memphis,Online,37.0,Engineer,278.0,1.0,6857.2,-497.0,0
46.96,Debit,Las Vegas,Online,46.0,Engineer,,1.0,2028.92,,2
473.2,Debit,Houston,Online,34.0,Doctor,173.0,1.0,248.52,-455.0,0
192.97,Debit,Sacramento,ATM,59.0,Retired,140.0,1.0,3019.04,-602.0,3
168.99,Debit,Baltimore,ATM,18.0,Student,203.0,1.0,1523.57,-553.0,5
1.82,Debit,San Francisco,Online,80.0,Retired,60.0,1.0,5571.39,-571.0,3
40.9,Debit,Charlotte,ATM,55.0,Doctor,37.0,1.0,1514.34,-522.0,3
78.91,Debit,Sacramento,Online,61.0,Doctor,157.0,1.0,1817.43,-614.0,3
169.97,Credit,San Diego,ATM,22.0,Student,12.0,1.0,6269.12,-333.0,5
17.79,Debit,Jacksonville,Branch,61.0,Retired,162.0,5.0,2281.9,-621.0,4
486.61,Credit,Sacramento,ATM,48.0,Engineer,130.0,1.0,2006.69,-342.0,7
148.13,Debit,Phoenix,Branch,58.0,Retired,56.0,1.0,2189.38,-598.0,3
164.52,Debit,Dallas,ATM,61.0,Doctor,162.0,1.0,11036.74,-315.0,1
720.89,Debit,Indianapolis,ATM,27.0,Student,120.0,1.0,447.06,-322.0,5
268.7,Debit,Milwaukee,ATM,53.0,Retired,63.0,1.0,2104.74,-398.0,7
637.34,Debit,Indianapolis,ATM,51.0,Retired,278.0,1.0,5183.5,-430.0,0
216.76,Credit,Omaha,Online,47.0,Engineer,138.0,1.0,643.64,-361.0,7
418.02,Debit,Los Angeles,ATM,46.0,Doctor,110.0,1.0,11011.86,-517.0,1
292.03,Credit,Memphis,ATM,46.0,Engineer,154.0,1.0,951.33,-427.0,7
251.4,Debit,Tucson,ATM,57.0,Retired,178.0,1.0,2561.67,-488.0,3
184.56,Debit,Virginia Beach,Online,21.0,Student,93.0,1.0,1549.27,-340.0,5
33.76,Debit,Seattle,Online,26.0,Engineer,227.0,1.0,3253.51,-658.0,0
253.46,Debit,Memphis,ATM,45.0,Engineer,60.0,1.0,,-532.0,2
1612.37,Debit,Los Angeles,ATM,65.0,Retired,173.0,1.0,3910.59,-469.0,6
138.68,Credit,Colorado Springs,Branch,22.0,Student,44.0,1.0,206.2,-509.0,5
42.56,Debit,Fresno,Online,18.0,Student,146.0,1.0,4361.44,-462.0,5
680.76,Debit,,Branch,21.0,Student,165.0,1.0,572.97,-616.0,5
53.83,Debit,Baltimore,Branch,70.0,Retired,131.0,1.0,4580.59,-523.0,3
11.09,Debit,Charlotte,Branch,51.0,Engineer,95.0,1.0,2990.05,-370.0,7
37.81,Debit,,Branch,63.0,Retired,195.0,1.0,5208.98,-469.0,3
449.18,Debit,Denver,Online,67.0,Retired,50.0,1.0,1025.99,-315.0,7
1135.8,Debit,San Diego,ATM,30.0,Doctor,250.0,1.0,13534.3,-425.0,6
297.6,Debit,Milwaukee,Online,39.0,Doctor,162.0,1.0,1461.17,-398.0,0
683.75,Debit,Las Vegas,Branch,32.0,Doctor,106.0,1.0,6333.72,-623.0,2
21.4,Credit,,Online,48.0,Engineer,129.0,1.0,8551.6,-630.0,2
315.94,Debit,Omaha,ATM,78.0,Retired,93.0,1.0,4273.99,-402.0,3
331.32,Debit,Sacramento,Branch,61.0,Doctor,137.0,5.0,13054.54,-518.0,4
223.76,Credit,Boston,Branch,74.0,Retired,110.0,1.0,4102.23,-451.0,3
216.03,Debit,Boston,ATM,42.0,Doctor,300.0,1.0,10462.77,-374.0,0
17.42,Debit,Dallas,ATM,74.0,Retired,150.0,1.0,6851.31,-362.0,7
491.91,Debit,Milwaukee,Online,78.0,Retired,155.0,1.0,2421.94,-665.0,3
350.11,Credit,Raleigh,Online,74.0,Retired,178.0,1.0,4639.04,,3
218.07,Debit,Austin,Branch,23.0,Student,243.0,1.0,443.62,-364.0,0
291.09,Debit,El Paso,Branch,48.0,Engineer,,1.0,6312.79,-350.0,7
422.14,Credit,Albuquerque,Branch,26.0,Student,109.0,1.0,1436.32,-353.0,5
613.21,Debit,Tucson,ATM,61.0,Retired,157.0,1.0,3279.12,-600.0,3
73.83,Debit,Las Vegas,Online,69.0,Doctor,69.0,1.0,6020.29,-669.0,3
67.33,Debit,Detroit,Online,59.0,Engineer,36.0,1.0,5925.98,-571.0,2
26.92,Debit,Indianapolis,ATM,62.0,Retired,43.0,1.0,1674.94,-536.0,3
18.3,Debit,Mesa,Online,48.0,Engineer,155.0,1.0,3733.52,-630.0,2
317.94,Debit,Los Angeles,ATM,54.0,Engineer,124.0,1.0,2996.51,-649.0,2
179.38,Debit,Mesa,Online,40.0,Doctor,173.0,1.0,11666.18,-602.0,1
918.95,Debit,,Online,68.0,Doctor,139.0,1.0,7006.46,-553.0,6
13.92,Debit,Los Angeles,ATM,37.0,Engineer,209.0,1.0,2735.84,-525.0,0
365.43,Debit,Portland,ATM,25.0,Student,176.0,1.0,1073.51,-347.0,5
263.59,Debit,Dallas,Branch,71.0,Retired,16.0,1.0,6996.35,-651.0,3
54.8,Debit,Albuquerque,Branch,34.0,Engineer,140.0,1.0,4943.49,-522.0,2
141.49,,Baltimore,Online,24.0,Student,75.0,1.0,1665.58,,5
31.39,Debit,Tucson,ATM,20.0,Student,15.0,1.0,998.49,-665.0,5
93.82,Debit,,Online,39.0,Engineer,176.0,1.0,8422.06,-497.0,2
5.71,Debit,Tucson,Branch,21.0,Student,106.0,1.0,1285.42,-339.0,5
178.39,Debit,Tucson,Online,34.0,Engineer,98.0,1.0,8469.43,-447.0,2
126.91,Debit,,ATM,22.0,Student,42.0,1.0,692.69,-439.0,5
36.09,Debit,Columbus,Branch,53.0,Doctor,167.0,1.0,12319.26,-507.0,1
91.77,Debit,Omaha,Branch,51.0,Doctor,174.0,1.0,9240.73,-600.0,1
198.92,Debit,,Online,36.0,Engineer,100.0,1.0,2854.66,-378.0,7
137.81,Debit,Detroit,Branch,58.0,Engineer,44.0,1.0,2631.47,-375.0,7
136.88,Credit,Memphis,Branch,24.0,Student,71.0,1.0,7465.95,-475.0,5
133.07,Debit,Sacramento,Branch,21.0,Student,155.0,1.0,1670.99,-418.0,5
1.14,Debit,Indianapolis,Branch,43.0,Doctor,137.0,1.0,13913.92,-378.0,1
256.34,Debit,Kansas City,Branch,69.0,Retired,99.0,1.0,7471.63,-441.0,3
56.11,Debit,Boston,Branch,36.0,Doctor,109.0,1.0,11123.65,-588.0,1
118.1,Debit,Fort Worth,ATM,50.0,Engineer,50.0,1.0,7976.6,-406.0,7
137.86,Credit,Sacramento,Online,66.0,Doctor,120.0,1.0,8046.94,-434.0,1
813.78,Credit,Atlanta,ATM,54.0,Doctor,55.0,1.0,14935.5,-455.0,1
237.97,Debit,Columbus,ATM,69.0,Doctor,69.0,1.0,13486.15,-665.0,1
684.96,Debit,Mesa,ATM,21.0,Student,31.0,1.0,526.67,-665.0,5
878.63,Debit,Columbus,ATM,60.0,Engineer,139.0,1.0,4954.37,-578.0,6
276.56,Debit,Austin,Branch,68.0,Doctor,15.0,1.0,8942.58,-574.0,1
8.75,Debit,Louisville,ATM,79.0,Retired,199.0,1.0,4044.62,-508.0,3
637.48,Debit,Colorado Springs,Online,65.0,Retired,207.0,1.0,4148.85,-413.0,0
103.15,Debit,San Diego,Branch,51.0,Doctor,179.0,1.0,11388.15,-432.0,1
505.6,Debit,Denver,Branch,52.0,Retired,183.0,1.0,5347.57,-629.0,3
371.86,Debit,Miami,ATM,46.0,Doctor,91.0,1.0,1329.45,-623.0,2
14.26,Debit,Virginia Beach,Branch,50.0,Engineer,37.0,1.0,2475.65,-343.0,7
13.16,Debit,Mesa,Branch,43.0,Engineer,98.0,1.0,1019.46,-553.0,2
167.92,Debit,Memphis,ATM,40.0,Doctor,136.0,2.0,14321.73,-497.0,1
